Counter,Date/time,Latitude,Longitude,Temperature,Humidity,Magnetometer,Clouds
308,2023-05-03 06:33:15.222778,41.39438960781165,7.951083341057898,31.2398,29.215,"{'x': 36.09037399291992, 'y': 16.208271026611328, 'z': 31.519548416137695}",30.19
309,2023-05-03 06:33:45.899284,40.252880678834615,9.961872276222003,31.1509,29.4138,"{'x': 36.12034225463867, 'y': 15.56578540802002, 'z': 31.127103805541992}",7.03
310,2023-05-03 06:34:16.568432,39.07316436304152,11.900649300831283,31.3998,29.2853,"{'x': 36.220237731933594, 'y': 15.030500411987305, 'z': 30.217687606811523}",11.62
311,2023-05-03 06:34:47.254832,37.85810405166154,13.770446419844761,31.4887,29.2578,"{'x': 36.26457214355469, 'y': 14.525324821472168, 'z': 29.913082122802734}",14.73
312,2023-05-03 06:35:17.922242,36.60933842933104,15.57595960205226,31.3464,29.2639,"{'x': 36.53759765625, 'y': 14.02812385559082, 'z': 29.740175247192383}",31.68
313,2023-05-03 06:35:48.544753,35.331858748903194,17.317001085437628,31.7732,29.2609,"{'x': 36.83606719970703, 'y': 13.443018913269043, 'z': 29.657207489013672}",71.71
314,2023-05-03 06:36:19.168676,34.026535823839744,18.999141649272403,31.4887,29.6066,"{'x': 36.99858474731445, 'y': 12.859567642211914, 'z': 28.996177673339844}",90.72
315,2023-05-03 06:36:49.851099,32.69446402387026,20.627061160885095,31.9865,29.4291,"{'x': 37.2423095703125, 'y': 12.13957405090332, 'z': 28.799785614013672}",109.18
316,2023-05-03 06:37:20.522910,31.336559135077795,22.205191907569127,31.0797,29.0865,"{'x': 37.403438568115234, 'y': 11.63544750213623, 'z': 28.387359619140625}",127.63
317,2023-05-03 06:37:51.213836,29.956810514070636,23.73423182747187,31.4176,29.0742,"{'x': 37.640647888183594, 'y': 10.992855072021484, 'z': 28.033201217651367}",93.87
318,2023-05-03 06:38:21.851455,28.555597149334844,25.21885708761364,31.222,29.0742,"{'x': 37.994930267333984, 'y': 10.333136558532715, 'z': 27.581607818603516}",51.06
319,2023-05-03 06:38:52.484594,27.13791778790285,26.658696595488085,31.3464,28.9671,"{'x': 38.37322235107422, 'y': 9.670646667480469, 'z': 26.960424423217773}",80.09
320,2023-05-03 06:39:23.172047,25.703117186000043,28.059119009769535,31.2398,29.0375,"{'x': 38.56610107421875, 'y': 9.05327320098877, 'z': 26.57255744934082}",100.48
321,2023-05-03 06:39:53.826768,24.249731010121252,29.42569292789051,31.8976,29.3588,"{'x': 38.868831634521484, 'y': 8.43106460571289, 'z': 25.63196563720703}",101.72
322,2023-05-03 06:40:24.501182,22.783280038569117,30.757205285179968,31.6309,29.2517,"{'x': 39.020992279052734, 'y': 7.90456485748291, 'z': 24.9438533782959}",170.06
323,2023-05-03 06:40:55.129968,21.303830027041606,32.05749942531963,31.6309,29.0497,"{'x': 39.3050537109375, 'y': 7.227688312530518, 'z': 24.201080322265625}",174.73
324,2023-05-03 06:41:25.772449,19.81186036336623,33.32976140852885,31.6309,29.1232,"{'x': 39.48756790161133, 'y': 6.577716827392578, 'z': 23.355762481689453}",134.1
325,2023-05-03 06:41:56.433182,18.309485515546005,34.575619099762136,31.3109,29.1293,"{'x': 39.7299690246582, 'y': 5.862273216247559, 'z': 22.640026092529297}",86.36
326,2023-05-03 06:42:27.063076,16.7977074347525,35.79753315269182,32.0754,29.1721,"{'x': 39.965187072753906, 'y': 5.17469596862793, 'z': 21.391550064086914}",106.73
327,2023-05-03 06:42:57.715289,15.27607511075131,36.99895850821886,31.4176,28.7071,"{'x': 40.04597473144531, 'y': 4.464329242706299, 'z': 20.189279556274414}",145.25
328,2023-05-03 06:43:28.360078,13.745841988362994,38.181832249010064,31.7376,29.0742,"{'x': 40.24627685546875, 'y': 3.8237226009368896, 'z': 19.114896774291992}",108.01
329,2023-05-03 06:43:59.040833,12.209415201276748,39.34714692138192,31.8976,29.1232,"{'x': 40.35826873779297, 'y': 3.3276822566986084, 'z': 17.952919006347656}",114.96
330,2023-05-03 06:44:29.714955,10.664978629017943,40.49900476333745,31.8087,28.8631,"{'x': 40.541236877441406, 'y': 2.663235902786255, 'z': 16.698348999023438}",119.02
331,2023-05-03 06:45:00.415332,9.11556406989088,41.63777005986129,31.8798,28.9151,"{'x': 40.534854888916016, 'y': 2.2519009113311768, 'z': 15.483807563781738}",142.2
332,2023-05-03 06:45:31.080925,7.560331110444827,42.76662281554726,32.271,29.0191,"{'x': 40.55463790893555, 'y': 1.6300251483917236, 'z': 13.954141616821289}",141.81
333,2023-05-03 06:46:01.742256,6.003540364741298,43.884987246371225,31.5954,29.013,"{'x': 40.5594482421875, 'y': 1.1472572088241577, 'z': 12.641499519348145}",143.68
334,2023-05-03 06:46:32.383839,4.443739155299385,44.99637814687848,31.7732,28.9335,"{'x': 40.730491638183594, 'y': 0.5217857360839844, 'z': 11.404861450195312}",163.63
335,2023-05-03 06:47:02.969329,2.882945624406545,46.101767520597434,31.9688,28.9916,"{'x': 40.73662185668945, 'y': 0.1151789203286171, 'z': 10.274380683898926}",166.41
336,2023-05-03 06:47:33.618500,1.3229097578477818,47.202298803174706,31.9865,28.9365,"{'x': 40.66577911376953, 'y': -0.3522038459777832, 'z': 9.045182228088379}",161.02
337,2023-05-03 06:48:04.264674,-0.24038546912402187,48.303149007424565,31.7376,28.9886,"{'x': 40.41837692260742, 'y': -0.7414906024932861, 'z': 6.8988494873046875}",164.97
338,2023-05-03 06:48:34.946003,-1.8033788655515237,49.404143327069114,32.5555,28.2053,"{'x': 40.22869873046875, 'y': -0.976002037525177, 'z': 5.44304895401001}",125.92
339,2023-05-03 06:49:05.591334,-3.3666206389946693,50.50801306599923,31.7909,28.7132,"{'x': 40.1734504699707, 'y': -1.3573620319366455, 'z': 4.0740065574646}",130.93
340,2023-05-03 06:49:36.256617,-4.927819589717345,51.61549844630984,32.5555,28.8631,"{'x': 40.04010009765625, 'y': -1.7101844549179077, 'z': 2.691171884536743}",46.57
341,2023-05-03 06:50:06.908535,-6.486617457673521,52.728723473770884,32.0932,28.961,"{'x': 39.80360412597656, 'y': -1.9212441444396973, 'z': 1.1755255460739136}",30.79
342,2023-05-03 06:50:37.569504,-8.04170792555605,53.84916493853529,32.1821,28.753,"{'x': 39.6263427734375, 'y': -2.1245062351226807, 'z': -0.3298046290874481}",29.34
343,2023-05-03 06:51:08.211013,-9.592952336928386,54.97917882321167,31.8443,28.9457,"{'x': 39.257041931152344, 'y': -2.3558685779571533, 'z': -1.7219418287277222}",49.42
344,2023-05-03 06:51:38.863234,-11.139027890750466,56.120315219008845,32.2177,28.857,"{'x': 38.81992721557617, 'y': -2.4267380237579346, 'z': -3.295466661453247}",94.96
345,2023-05-03 06:52:09.504465,-12.679219579388315,57.274622978533785,32.1466,29.0712,"{'x': 38.59347915649414, 'y': -2.681546449661255, 'z': -4.6749773025512695}",93.86
346,2023-05-03 06:52:40.169815,-14.213307599059023,58.444609027927974,32.2355,28.7499,"{'x': 38.38397216796875, 'y': -2.629271984100342, 'z': -6.113738059997559}",89.64
347,2023-05-03 06:53:10.849850,-15.740727662589373,59.632633572611454,32.271,28.7713,"{'x': 37.9253044128418, 'y': -2.6689810752868652, 'z': -7.615091323852539}",55.71
348,2023-05-03 06:53:41.469856,-17.259741870089783,60.840239270770276,31.9688,28.8172,"{'x': 37.76846694946289, 'y': -2.7630741596221924, 'z': -8.874506950378418}",37.97
